HOME_LAST10_WIN_PCT,AWAY_LAST10_WIN_PCT,HOME_LAST10_PTS,AWAY_LAST10_PTS,TARGET_WIN
0.0,0.2222222222222222,102.75,111.55555555555556,0
1.0,0.6,129.0,117.0,1
0.3333333333333333,0.6666666666666666,109.16666666666667,117.66666666666667,1
0.6,0.2857142857142857,113.8,110.71428571428571,1
0.7142857142857143,0.6,114.42857142857143,113.8,0
0.7142857142857143,0.2857142857142857,114.42857142857143,110.71428571428571,1
0.75,0.5714285714285714,121.75,115.57142857142857,0
0.5,1.0,112.0,119.8,0
0.6666666666666666,0.2,114.66666666666667,104.0,1
0.6666666666666666,0.25,116.33333333333333,110.0,1
0.5,0.4,109.5,107.4,1
0.42857142857142855,0.6666666666666666,112.85714285714286,121.0,0
0.3333333333333333,0.4444444444444444,108.0,109.22222222222223,1
0.5,0.5,110.9,115.0,0
0.2857142857142857,0.3333333333333333,109.28571428571429,111.33333333333333,1
0.0,0.5555555555555556,106.0,110.44444444444444,1
0.4,1.0,111.8,123.0,1
0.8,0.16666666666666666,118.0,109.83333333333333,0
0.7142857142857143,0.6666666666666666,119.71428571428571,118.33333333333333,0
0.3333333333333333,0.0,117.5,103.25,1
0.3333333333333333,0.5,109.0,114.0,1
1.0,0.6666666666666666,125.5,121.0,0
0.0,0.3333333333333333,102.71428571428571,111.0,0
1.0,0.375,121.0,110.0,0
0.5,0.0,110.875,110.0,1
0.0,0.5,110.0,117.5,0
1.0,0.0,119.25,107.5,1
1.0,0.8,119.66666666666667,120.0,1
0.2,1.0,117.2,122.0,1
0.5,0.2857142857142857,113.0,109.42857142857143,0
1.0,0.2,122.66666666666667,110.8,1
0.625,0.0,117.5,103.83333333333333,1
0.3333333333333333,0.4,113.33333333333333,110.8,1
0.5,0.5,109.0,117.66666666666667,0
0.4,0.5,110.8,100.0,0
0.2,0.7142857142857143,111.4,118.71428571428571,1
0.75,0.0,118.75,101.8,1
0.6,0.5714285714285714,113.8,111.57142857142857,1
0.5,1.0,112.0,123.5,0
0.8333333333333334,1.0,119.5,127.0,0
0.6666666666666666,0.5,112.33333333333333,108.83333333333333,0
0.3333333333333333,1.0,106.66666666666667,127.0,1
0.6,0.6666666666666666,115.2,122.0,0
0.8,0.6,117.8,116.6,1
0.6666666666666666,0.5,118.0,109.75,1
0.6666666666666666,1.0,113.88888888888889,119.0,0
1.0,0.25,118.66666666666667,111.25,1
0.25,0.6666666666666666,112.25,118.0,0
1.0,0.7142857142857143,132.0,117.42857142857143,0
0.75,0.0,119.0,101.0,1
0.6666666666666666,0.7142857142857143,118.0,117.42857142857143,1
0.8,0.0,119.2,119.0,1
0.5,0.8,115.0,119.2,1
0.5,1.0,106.5,121.5,0
0.0,0.5,114.25,111.5,1
1.0,0.3333333333333333,124.5,109.66666666666667,1
1.0,0.0,124.5,103.0,0
0.3333333333333333,0.4,115.33333333333333,106.2,0
0.5,1.0,116.75,119.5,1
0.5,0.25,116.5,104.25,1
0.6666666666666666,0.5,121.0,108.25,1
0.5,0.6666666666666666,114.5,121.0,0
0.6666666666666666,0.0,113.33333333333333,103.5,0
1.0,1.0,132.0,131.0,1
1.0,0.5,132.0,114.5,1
0.0,0.2,114.66666666666667,110.0,0
1.0,1.0,131.0,132.0,1
0.5,0.6666666666666666,100.0,120.33333333333333,1
0.0,0.0,108.0,105.5,0
1.0,0.5,128.0,116.5,0
0.5,0.3333333333333333,116.5,107.0,0
0.0,0.3333333333333333,115.0,107.0,1
0.0,0.5,101.0,106.5,1
0.0,1.0,115.0,122.0,1
1.0,0.0,122.0,120.0,1
0.5,1.0,100.0,114.0,0
0.5,0.0,100.0,104.5,0
0.0,0.5,115.0,111.5,1
0.5,0.0,100.0,103.0,1
1.0,1.0,128.0,118.0,1
1.0,1.0,114.0,113.0,1
0.5,0.5,100.0,100.0,1
1.0,0.0,127.0,105.66666666666667,1
0.5,0.5,100.0,100.0,1
0.5,0.5,100.0,100.0,0
0.5,0.0,100.0,106.0,1
0.0,0.0,106.0,99.0,0
0.0,0.5,100.0,100.0,0
0.0,1.0,101.0,121.5,0
0.5,0.0,100.0,100.0,1
0.5,0.5,100.0,100.0,1
0.5,0.5,100.0,100.0,1
0.5,0.5,100.0,100.0,1
0.0,0.5,103.0,100.0,0
0.5,0.0,100.0,116.0,1
0.5,0.5,100.0,100.0,1
0.5,0.5,100.0,100.0,0
0.5,0.5,100.0,100.0,1
0.5,0.5,100.0,100.0,1
0.5,0.5,100.0,100.0,1
